female-education-100,16
female-education-150,72
female-education-50,21
female-healthcare-100,402
female-healthcare-1000,204
female-healthcare-150,548
female-healthcare-200,562
female-healthcare-50,1022
female-lawnsecurity-100,275
female-lawnsecurity-1000,87
female-lawnsecurity-150,225
female-lawnsecurity-200,289
female-lawnsecurity-50,269
female-publicservices-100,237
female-publicservices-1000,204
female-publicservices-150,404
female-publicservices-200,182
female-publicservices-50,601
female-realestate-100,8
female-realestate-1000,6
female-realestate-150,50
female-realestate-200,17
female-realestate-50,5
female-retail-100,776
female-retail-150,216
female-retail-200,1
female-retail-50,241
female-services-100,601
female-services-1000,4
female-services-150,644
female-services-200,29
female-services-50,329
female-stem-100,115
female-stem-1000,9
female-stem-150,138
female-stem-200,73
female-stem-50,144
female-transportation-100,178
female-transportation-1000,18
female-transportation-150,225
female-transportation-200,7
female-transportation-50,102
female-whitecolar-100,861
female-whitecolar-1000,200
female-whitecolar-150,1048
female-whitecolar-200,396
female-whitecolar-50,492
male-education-100,15
male-education-150,42
male-education-200,7
male-education-50,15
male-healthcare-100,148
male-healthcare-1000,105
male-healthcare-150,228
male-healthcare-200,209
male-healthcare-50,301
male-lawnsecurity-100,479
male-lawnsecurity-1000,501
male-lawnsecurity-150,601
male-lawnsecurity-200,1212
male-lawnsecurity-50,339
male-publicservices-100,327
male-publicservices-1000,742
male-publicservices-150,465
male-publicservices-200,422
male-publicservices-50,888
male-realestate-100,9
male-realestate-1000,17
male-realestate-150,55
male-realestate-200,34
male-realestate-50,9
male-retail-100,306
male-retail-1000,1
male-retail-150,119
male-retail-200,2
male-retail-50,180
male-services-100,723
male-services-1000,22
male-services-150,1140
male-services-200,290
male-services-50,350
male-stem-100,146
male-stem-1000,38
male-stem-150,634
male-stem-200,420
male-stem-50,219
male-transportation-100,312
male-transportation-1000,72
male-transportation-150,1093
male-transportation-200,94
male-transportation-50,227
male-whitecolar-100,524
male-whitecolar-1000,229
male-whitecolar-150,728
male-whitecolar-200,436
male-whitecolar-50,372
