female-education-100,20
female-education-150,68
female-education-50,22
female-healthcare-100,444
female-healthcare-1000,184
female-healthcare-150,558
female-healthcare-200,555
female-healthcare-50,1065
female-lawnsecurity-100,279
female-lawnsecurity-1000,45
female-lawnsecurity-150,237
female-lawnsecurity-200,295
female-lawnsecurity-50,280
female-publicservices-100,253
female-publicservices-1000,159
female-publicservices-150,419
female-publicservices-200,212
female-publicservices-50,569
female-realestate-100,11
female-realestate-1000,6
female-realestate-150,39
female-realestate-200,14
female-realestate-50,7
female-retail-100,821
female-retail-150,166
female-retail-200,2
female-retail-50,284
female-services-100,620
female-services-1000,2
female-services-150,630
female-services-200,37
female-services-50,270
female-stem-100,113
female-stem-1000,5
female-stem-150,148
female-stem-200,64
female-stem-50,149
female-transportation-100,175
female-transportation-1000,14
female-transportation-150,226
female-transportation-200,17
female-transportation-50,97
female-whitecolar-100,895
female-whitecolar-1000,192
female-whitecolar-150,1017
female-whitecolar-200,350
female-whitecolar-50,472
male-education-100,25
male-education-150,48
male-education-200,3
male-education-50,23
male-healthcare-100,149
male-healthcare-1000,103
male-healthcare-150,213
male-healthcare-200,203
male-healthcare-50,304
male-lawnsecurity-100,431
male-lawnsecurity-1000,275
male-lawnsecurity-150,667
male-lawnsecurity-200,1342
male-lawnsecurity-50,418
male-publicservices-100,323
male-publicservices-1000,626
male-publicservices-150,450
male-publicservices-200,508
male-publicservices-50,829
male-realestate-100,16
male-realestate-1000,16
male-realestate-150,68
male-realestate-200,21
male-realestate-50,8
male-retail-100,319
male-retail-150,91
male-retail-200,3
male-retail-50,244
male-services-100,711
male-services-1000,21
male-services-150,1176
male-services-200,268
male-services-50,368
male-stem-100,132
male-stem-1000,32
male-stem-150,687
male-stem-200,365
male-stem-50,237
male-transportation-100,312
male-transportation-1000,74
male-transportation-150,1097
male-transportation-200,101
male-transportation-50,232
male-whitecolar-100,513
male-whitecolar-1000,215
male-whitecolar-150,747
male-whitecolar-200,398
male-whitecolar-50,376
