female-100-education,31
female-100-healthcare,390
female-100-lawnsecurity,280
female-100-publicservices,240
female-100-realestate,4
female-100-retail,713
female-100-services,626
female-100-stem,116
female-100-transportation,162
female-100-whitecolar,856
female-1000-healthcare,224
female-1000-lawnsecurity,78
female-1000-publicservices,187
female-1000-realestate,6
female-1000-services,2
female-1000-stem,10
female-1000-transportation,13
female-1000-whitecolar,203
female-150-education,57
female-150-healthcare,536
female-150-lawnsecurity,227
female-150-publicservices,402
female-150-realestate,56
female-150-retail,126
female-150-services,661
female-150-stem,134
female-150-transportation,230
female-150-whitecolar,1061
female-200-healthcare,559
female-200-lawnsecurity,246
female-200-publicservices,185
female-200-realestate,21
female-200-retail,1
female-200-services,43
female-200-stem,79
female-200-transportation,18
female-200-whitecolar,407
female-50-education,34
female-50-healthcare,1067
female-50-lawnsecurity,246
female-50-publicservices,655
female-50-realestate,6
female-50-retail,310
female-50-services,340
female-50-stem,169
female-50-transportation,164
female-50-whitecolar,538
male-100-education,18
male-100-healthcare,127
male-100-lawnsecurity,459
male-100-publicservices,322
male-100-realestate,11
male-100-retail,307
male-100-services,720
male-100-stem,139
male-100-transportation,342
male-100-whitecolar,533
male-1000-education,1
male-1000-healthcare,95
male-1000-lawnsecurity,475
male-1000-publicservices,681
male-1000-realestate,16
male-1000-retail,1
male-1000-services,26
male-1000-stem,41
male-1000-transportation,73
male-1000-whitecolar,227
male-150-education,41
male-150-healthcare,215
male-150-lawnsecurity,640
male-150-publicservices,532
male-150-realestate,55
male-150-retail,66
male-150-services,1180
male-150-stem,619
male-150-transportation,1095
male-150-whitecolar,761
male-200-education,7
male-200-healthcare,221
male-200-lawnsecurity,1189
male-200-publicservices,489
male-200-realestate,37
male-200-retail,2
male-200-services,293
male-200-stem,437
male-200-transportation,103
male-200-whitecolar,456
male-50-education,22
male-50-healthcare,347
male-50-lawnsecurity,376
male-50-publicservices,1050
male-50-realestate,9
male-50-retail,219
male-50-services,444
male-50-stem,260
male-50-transportation,340
male-50-whitecolar,396
